district_id,county_id,subcounty_id,district,county,subcounty,school_name,ownership,year,gender,s1,s2,s3,s4,s5,s6,subtotal
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Kayunga Light College Senior Secondary School,Private,2022,Boys,,,,,,,0
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Lion Of Juda High School,Private,2022,Boys,,,,,,,0
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Namagabi Senior Secondary School,Government,2022,Boys,134,94,99,59,81,47,514
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Ndeeba Senior Secondary School,Government,2022,Boys,,,,,,,0
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Green Vine College,Private,2022,Girls,,,,,,,0
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Kayunga Light College Senior Secondary School,Private,2022,Girls,,,,,,,0
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Lion Of Juda High School,Private,2022,Girls,,,,,,,0
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Namagabi Senior Secondary School,Government,2022,Girls,187,116,112,89,70,53,627
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Ndeeba Senior Secondary School,Government,2022,Girls,,,,,,,0
d102,c102,s110,Kayunga,Ntenjeru,Busaana Town Council,Bugerere High School Busaana,Private,2022,Boys,,,,,,,0
d102,c102,s110,Kayunga,Ntenjeru,Busaana Town Council,Busaana Secondary School,Government,2022,Boys,,,,,,,0
d102,c102,s110,Kayunga,Ntenjeru,Busaana Town Council,Bugerere High School Busaana,Private,2022,Girls,,,,,,,0
d102,c102,s110,Kayunga,Ntenjeru,Busaana Town Council,Busaana Secondary School,Government,2022,Girls,,,,,,,0
d102,c102,s111,Kayunga,Ntenjeru,Nazigo Town Council,St Kalemba Senior Secondary School,Government,2022,Boys,,,,,,,0
d102,c102,s111,Kayunga,Ntenjeru,Nazigo Town Council,Yale High School,Private,2022,Boys,,,,,,,0
d102,c102,s111,Kayunga,Ntenjeru,Nazigo Town Council,St Kalemba Senior Secondary School,Government,2022,Girls,,,,,,,0
d102,c102,s111,Kayunga,Ntenjeru,Nazigo Town Council,Yale High School,Private,2022,Girls,,,,,,,0
d102,c102,s112,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Public Secondary School,Government,2022,Boys,,,,,,,0
d102,c102,s112,Kayunga,Ntenjeru,Kangulumira Town Council,Kisega High School,Private,2022,Boys,,,,,,,0
d102,c102,s112,Kayunga,Ntenjeru,Kangulumira Town Council,St Ponsion Ngondwe Secondary School,Private,2022,Boys,,,,,,,0
d102,c102,s112,Kayunga,Ntenjeru,Kangulumira Town Council,Uganda Martyrs Senior Secondary School Kangulumira,Private,2022,Boys,,,,,,,0
d102,c102,s112,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Public Secondary School,Government,2022,Girls,,,,,,,0
d102,c102,s112,Kayunga,Ntenjeru,Kangulumira Town Council,Kisega High School,Private,2022,Girls,,,,,,,0
d102,c102,s112,Kayunga,Ntenjeru,Kangulumira Town Council,St Ponsion Ngondwe Secondary School,Private,2022,Girls,,,,,,,0
d102,c102,s112,Kayunga,Ntenjeru,Kangulumira Town Council,Uganda Martyrs Senior Secondary School Kangulumira,Private,2022,Girls,,,,,,,0
d102,c101,s113,Kayunga,Bbaale,Kitimbwa Town Council,Kitimbwa Bright Future Academy,Private,2022,Boys,,,,,,,0
d102,c101,s113,Kayunga,Bbaale,Kitimbwa Town Council,Mt Carmel Education Centre,Private,2022,Boys,,,,,,,0
d102,c101,s113,Kayunga,Bbaale,Kitimbwa Town Council,St Matia Mulumba Secondary School,Private,2022,Boys,,,,,,,0
d102,c101,s113,Kayunga,Bbaale,Kitimbwa Town Council,Kitimbwa Bright Future Academy,Private,2022,Girls,,,,,,,0
d102,c101,s113,Kayunga,Bbaale,Kitimbwa Town Council,Mt Carmel Education Centre,Private,2022,Girls,,,,,,,0
d102,c101,s113,Kayunga,Bbaale,Kitimbwa Town Council,St Matia Mulumba Secondary School,Private,2022,Girls,,,,,,,0
d102,c101,s101,Kayunga,Bbaale,Galiraya,Galiraya Seed Secondary School,Government,2023,Boys,50,46,44,50,,,190
d102,c101,s101,Kayunga,Bbaale,Galiraya,St Boniface Secondary School Kasokwe,Private,2023,Boys,,,,,,,0
d102,c101,s101,Kayunga,Bbaale,Galiraya,Galiraya Seed Secondary School,Government,2023,Girls,72,58,21,44,,,195
d102,c101,s101,Kayunga,Bbaale,Galiraya,St Boniface Secondary School Kasokwe,Private,2023,Girls,,,,,,,0
d102,c101,s102,Kayunga,Bbaale,Bbaale,Bbaale Parents Secondary School,Private,2023,Boys,,,,,,,0
d102,c101,s102,Kayunga,Bbaale,Bbaale,Bbaale Senior Secondary School,Government,2023,Boys,,,,,,,0
d102,c101,s102,Kayunga,Bbaale,Bbaale,Bbaale Parents Secondary School,Private,2023,Girls,,,,,,,0
d102,c101,s102,Kayunga,Bbaale,Bbaale,Bbaale Senior Secondary School,Government,2023,Girls,,,,,,,0
d102,c101,s103,Kayunga,Bbaale,Kayonza,Naalinya Irene Ndagire Secondary School,Government,2023,Boys,194,211,102,62,,,569
d102,c101,s103,Kayunga,Bbaale,Kayonza,Nakyessa Senior Secondary School,Private,2023,Boys,,,,,,,0
d102,c101,s103,Kayunga,Bbaale,Kayonza,Naalinya Irene Ndagire Secondary School,Government,2023,Girls,201,164,142,82,,,589
d102,c101,s103,Kayunga,Bbaale,Kayonza,Nakyessa Senior Secondary School,Private,2023,Girls,,,,,,,0
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,Kitatya Senior Secondary School,Government,2023,Boys,128,98,78,58,16,11,389
d102,c101,s104,Kayunga,Bbaale,Kitimbwa,Kitatya Senior Secondary School,Government,2023,Girls,111,79,73,74,10,7,354
d102,c102,s105,Kayunga,Ntenjeru,Busaana,Hope Christian High School,Private,2023,Boys,,,,,,,0
d102,c102,s105,Kayunga,Ntenjeru,Busaana,Musiitwa Secondary School,Private,2023,Boys,,,,,,,0
d102,c102,s105,Kayunga,Ntenjeru,Busaana,St Peters Kibuzi Senior Secondary School,Government,2023,Boys,101,64,33,33,6,9,246
d102,c102,s105,Kayunga,Ntenjeru,Busaana,Uganda Martrys Secondary School Kayunga,Private,2023,Boys,,,,,,,0
d102,c102,s105,Kayunga,Ntenjeru,Busaana,Hope Christian High School,Private,2023,Girls,,,,,,,0
d102,c102,s105,Kayunga,Ntenjeru,Busaana,Musiitwa Secondary School,Private,2023,Girls,,,,,,,0
d102,c102,s105,Kayunga,Ntenjeru,Busaana,St Peters Kibuzi Senior Secondary School,Government,2023,Girls,99,66,39,42,6,4,256
d102,c102,s105,Kayunga,Ntenjeru,Busaana,Uganda Martrys Secondary School Kayunga,Private,2023,Girls,,,,,,,0
d102,c102,s106,Kayunga,Ntenjeru,Nazigo,Agape Christian High School,Private,2023,Boys,,,,,,,0
d102,c102,s106,Kayunga,Ntenjeru,Nazigo,Bukamba Nile Secondary School,Private,2023,Boys,,,,,,,0
d102,c102,s106,Kayunga,Ntenjeru,Nazigo,Lion Of Judah High School,Private,2023,Boys,,,,,,,0
d102,c102,s106,Kayunga,Ntenjeru,Nazigo,Musiitwa Seed Secondary School,Government,2023,Boys,,,,,,,0
d102,c102,s106,Kayunga,Ntenjeru,Nazigo,Outspan Senior Secondary School Nazigo,Private,2023,Boys,,,,,,,0
d102,c102,s106,Kayunga,Ntenjeru,Nazigo,St John Apollo Secondary School,Private,2023,Boys,,,,,,,0
d102,c102,s106,Kayunga,Ntenjeru,Nazigo,Agape Christian High School,Private,2023,Girls,,,,,,,0
d102,c102,s106,Kayunga,Ntenjeru,Nazigo,Bukamba Nile Secondary School,Private,2023,Girls,,,,,,,0
d102,c102,s106,Kayunga,Ntenjeru,Nazigo,Lion Of Judah High School,Private,2023,Girls,,,,,,,0
d102,c102,s106,Kayunga,Ntenjeru,Nazigo,Musiitwa Seed Secondary School,Government,2023,Girls,,,,,,,0
d102,c102,s106,Kayunga,Ntenjeru,Nazigo,Outspan Senior Secondary School Nazigo,Private,2023,Girls,,,,,,,0
d102,c102,s106,Kayunga,Ntenjeru,Nazigo,St John Apollo Secondary School,Private,2023,Girls,,,,,,,0
d102,c102,s107,Kayunga,Ntenjeru,Kangulumira,Fountain Of Hope High School,Private,2023,Boys,,,,,,,0
d102,c102,s107,Kayunga,Ntenjeru,Kangulumira,Rona College School,Private,2023,Boys,,,,,,,0
d102,c102,s107,Kayunga,Ntenjeru,Kangulumira,Uganda Martrys Cenursery Senior Secondary School,Private,2023,Boys,,,,,,,0
d102,c102,s107,Kayunga,Ntenjeru,Kangulumira,Fountain Of Hope High School,Private,2023,Girls,,,,,,,0
d102,c102,s107,Kayunga,Ntenjeru,Kangulumira,Rona College School,Private,2023,Girls,,,,,,,0
d102,c102,s107,Kayunga,Ntenjeru,Kangulumira,Uganda Martrys Cenursery Senior Secondary School,Private,2023,Girls,,,,,,,0
d102,c102,s108,Kayunga,Ntenjeru,Kayunga,Bridge Light College Secondary School Suuka,Private,2023,Boys,,,,,,,0
d102,c102,s108,Kayunga,Ntenjeru,Kayunga,Busaale Senior Secondary School,Private,2023,Boys,,,,,,,0
d102,c102,s108,Kayunga,Ntenjeru,Kayunga,Green Valley High School,Private,2023,Boys,,,,,,,0
d102,c102,s108,Kayunga,Ntenjeru,Kayunga,Kanjuki Senior Secondary School,Government,2023,Boys,,,,,,,0
d102,c102,s108,Kayunga,Ntenjeru,Kayunga,Suuka Islamic Secondary School,Private,2023,Boys,,,,,,,0
d102,c102,s108,Kayunga,Ntenjeru,Kayunga,St Johns Busaale Secondary School,Private,2023,Boys,,,,,,,0
d102,c102,s108,Kayunga,Ntenjeru,Kayunga,Bridge Light College Secondary School Suuka,Private,2023,Girls,,,,,,,0
d102,c102,s108,Kayunga,Ntenjeru,Kayunga,Busaale Senior Secondary School,Private,2023,Girls,,,,,,,0
d102,c102,s108,Kayunga,Ntenjeru,Kayunga,Green Valley High School,Private,2023,Girls,,,,,,,0
d102,c102,s108,Kayunga,Ntenjeru,Kayunga,Kanjuki Senior Secondary School,Government,2023,Girls,,,,,,,0
d102,c102,s108,Kayunga,Ntenjeru,Kayunga,Suuka Islamic Secondary School,Private,2023,Girls,,,,,,,0
d102,c102,s108,Kayunga,Ntenjeru,Kayunga,St Johns Busaale Secondary School,Private,2023,Girls,,,,,,,0
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Green Vine College,Private,2023,Boys,,,,,,,0
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Kayunga Light College Senior Secondary School,Private,2023,Boys,,,,,,,0
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Lion Of Juda High School,Private,2023,Boys,,,,,,,0
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Namagabi Senior Secondary School,Government,2023,Boys,178,166,115,111,99,97,766
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Ndeeba Senior Secondary School,Government,2023,Boys,136,142,96,77,49,23,523
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Green Vine College,Private,2023,Girls,,,,,,,0
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Kayunga Light College Senior Secondary School,Private,2023,Girls,,,,,,,0
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Lion Of Juda High School,Private,2023,Girls,,,,,,,0
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Namagabi Senior Secondary School,Government,2023,Girls,210,165,136,116,52,72,751
d102,c102,s109,Kayunga,Ntenjeru,Kayunga Town Council,Ndeeba Senior Secondary School,Government,2023,Girls,190,135,112,77,38,19,571
d102,c102,s110,Kayunga,Ntenjeru,Busaana Town Council,Bugerere High School Busaana,Private,2023,Boys,,,,,,,0
d102,c102,s110,Kayunga,Ntenjeru,Busaana Town Council,Busaana Secondary School,Government,2023,Boys,,,,,,,0
d102,c102,s110,Kayunga,Ntenjeru,Busaana Town Council,Bugerere High School Busaana,Private,2023,Girls,,,,,,,0
d102,c102,s110,Kayunga,Ntenjeru,Busaana Town Council,Busaana Secondary School,Government,2023,Girls,,,,,,,0
d102,c102,s111,Kayunga,Ntenjeru,Nazigo Town Council,St Kalemba Senior Secondary School,Government,2023,Boys,,,,,,,0
d102,c102,s111,Kayunga,Ntenjeru,Nazigo Town Council,Yale High School,Private,2023,Boys,,,,,,,0
d102,c102,s111,Kayunga,Ntenjeru,Nazigo Town Council,St Kalemba Senior Secondary School,Government,2023,Girls,,,,,,,0
d102,c102,s111,Kayunga,Ntenjeru,Nazigo Town Council,Yale High School,Private,2023,Girls,,,,,,,0
d102,c102,s112,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Public Secondary School,Government,2023,Boys,,,,,,,0
d102,c102,s112,Kayunga,Ntenjeru,Kangulumira Town Council,Kisega High School,Private,2023,Boys,,,,,,,0
d102,c102,s112,Kayunga,Ntenjeru,Kangulumira Town Council,St Ponsion Ngondwe Secondary School,Private,2023,Boys,,,,,,,0
d102,c102,s112,Kayunga,Ntenjeru,Kangulumira Town Council,Uganda Martyrs Senior Secondary School Kangulumira,Private,2023,Boys,,,,,,,0
d102,c102,s112,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Public Secondary School,Government,2023,Girls,,,,,,,0
d102,c102,s112,Kayunga,Ntenjeru,Kangulumira Town Council,Kisega High School,Private,2023,Girls,,,,,,,0
d102,c102,s112,Kayunga,Ntenjeru,Kangulumira Town Council,St Ponsion Ngondwe Secondary School,Private,2023,Girls,,,,,,,0
d102,c102,s112,Kayunga,Ntenjeru,Kangulumira Town Council,Uganda Martyrs Senior Secondary School Kangulumira,Private,2023,Girls,,,,,,,0
d102,c101,s113,Kayunga,Bbaale,Kitimbwa Town Council,Kitimbwa Bright Future Academy,Private,2023,Boys,,,,,,,0
d102,c101,s113,Kayunga,Bbaale,Kitimbwa Town Council,Mt Carmel Education Centre,Private,2023,Boys,,,,,,,0
d102,c101,s113,Kayunga,Bbaale,Kitimbwa Town Council,St Matia Mulumba Secondary School,Private,2023,Boys,,,,,,,0
d102,c101,s113,Kayunga,Bbaale,Kitimbwa Town Council,Kitimbwa Bright Future Academy,Private,2023,Girls,,,,,,,0
d102,c101,s113,Kayunga,Bbaale,Kitimbwa Town Council,Mt Carmel Education Centre,Private,2023,Girls,,,,,,,0
d102,c101,s113,Kayunga,Bbaale,Kitimbwa Town Council,St Matia Mulumba Secondary School,Private,2023,Girls,,,,,,,0
