district_id,county_id,subcounty_id,parish_id,village_id,district,county,subcounty,parish,village,year,school_name,ownership,gender,p1,p2,p3,p4,p5,p6,p7,subtotal,p1_speciall_needs,p2_special_needs,p3_special_needs,p4_special_needs,p5_special_needs,p6_special_needs,p7_special_needs,baby_class,middle_class,top_class,orphans
d102,c102,s110,p159,v164,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,Bugaddu,2020,Bugaddu CU Primary School,Government,Boys,94,63,62,55,53,52,29,408,,,,,,,,,,,
d102,c102,s110,p159,v165,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,Busaana,2020,Busaana CU Primary School,Government,Boys,57,58,62,79,82,116,53,507,,,,,,,,,,,
d102,c102,s110,p159,v165,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,Busaana,2020,Busaana RC Primary School,Government,Boys,82,47,50,62,44,44,27,356,,,,,,,,,,,
d102,c102,s110,p159,v166,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,Kasana I,2020,Kasana CU Primary School,Government,Boys,56,39,30,40,42,27,14,248,,,,,,,,,,,
d102,c102,s110,p161,v171,Kayunga,Ntenjeru,Busaana Town Council,Namukuma Ward,Kayonjo,2020,Kayonjo UMEA Primary School,Government,Boys,58,41,30,22,13,0,0,164,,,,,,,,,,,
d102,c102,s110,p161,v172,Kayunga,Ntenjeru,Busaana Town Council,Namukuma Ward,Kyayaye,2020,Kyayaye RC Primary School,Government,Boys,79,50,55,59,69,54,36,402,,,,,,,,,,,
d102,c102,s110,p160,v136,Kayunga,Ntenjeru,Busaana Town Council,Lusenke Ward,Kyengera,2020,Kyengera CU Primary School,Government,Boys,59,83,68,59,67,56,37,429,,,,,,,,,,,
d102,c102,s110,p162,v174,Kayunga,Ntenjeru,Busaana Town Council,Namirembe Ward,Namirembe A,2020,Namirembe CU Primary School,Government,Boys,71,59,62,64,93,29,11,389,,,,,,,,,,,
d102,c102,s110,p162,v147,Kayunga,Ntenjeru,Busaana Town Council,Namirembe Ward,Namirembe B,2020,Namirembe Public Primary School,Government,Boys,27,19,13,12,7,0,0,78,,,,,,,,,,,
d102,c102,s110,p159,v164,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,Bugaddu,2020,Bugaddu CU Primary School,Government,Girls,88,44,60,46,45,41,38,362,,,,,,,,,,,
d102,c102,s110,p159,v165,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,Busaana,2020,Busaana CU Primary School,Government,Girls,71,71,90,102,143,96,44,617,,,,,,,,,,,
d102,c102,s110,p159,v165,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,Busaana,2020,Busaana RC Primary School,Government,Girls,78,50,52,75,51,56,18,380,,,,,,,,,,,
d102,c102,s110,p159,v166,Kayunga,Ntenjeru,Busaana Town Council,Kasana Ward,Kasana I,2020,Kasana CU Primary School,Government,Girls,59,46,35,35,38,23,18,254,,,,,,,,,,,
d102,c102,s110,p161,v171,Kayunga,Ntenjeru,Busaana Town Council,Namukuma Ward,Kayonjo,2020,Kayonjo UMEA Primary School,Government,Girls,60,39,27,17,16,0,0,159,,,,,,,,,,,
d102,c102,s110,p161,v172,Kayunga,Ntenjeru,Busaana Town Council,Namukuma Ward,Kyayaye,2020,Kyayaye RC Primary School,Government,Girls,59,79,40,64,55,35,26,358,,,,,,,,,,,
d102,c102,s110,p160,v136,Kayunga,Ntenjeru,Busaana Town Council,Lusenke Ward,Kyengera,2020,Kyengera CU Primary School,Government,Girls,76,48,61,77,58,59,29,408,,,,,,,,,,,
d102,c102,s110,p162,v174,Kayunga,Ntenjeru,Busaana Town Council,Namirembe Ward,Namirembe A,2020,Namirembe CU Primary School,Government,Girls,59,60,68,63,64,54,36,404,,,,,,,,,,,
d102,c102,s110,p162,v147,Kayunga,Ntenjeru,Busaana Town Council,Namirembe Ward,Namirembe B,2020,Namirembe Public Primary School,Government,Girls,22,20,18,12,6,0,0,78,,,,,,,,,,,
d102,c102,s112,p168,v253,Kayunga,Ntenjeru,Kangulumira Town Council,Nakatundu Ward,Kamuli,2020,Kamuli CU Primary School,Government,Boys,34,32,23,31,24,22,6,172,,,,,,,,,,,
d102,c102,s112,p168,v253,Kayunga,Ntenjeru,Kangulumira Town Council,Nakatundu Ward,Kamuli,2020,Kamuli UMEA Primary School,Government,Boys,80,41,45,59,52,35,23,335,,,,,,,,,,,
d102,c102,s112,p166,v247,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,Kibira,2020,Kangulumira CU Primary School,Government,Boys,80,50,70,69,79,79,44,471,,,,,,,,,,,
d102,c102,s112,p166,v238,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,Kangulumira,2020,Kangulumira Muslim Primary School,Government,Boys,86,51,75,39,46,26,20,343,,,,,,,,,,,
d102,c102,s112,p166,v242,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,Kiwugu,2020,Kangulumira RC Primary School,Government,Boys,65,70,71,59,97,85,58,505,,,,,,,,,,,
d102,c102,s112,p166,v239,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,Kasambya,2020,Kasambya Moslem Primary School,Government,Boys,99,49,65,45,48,28,9,343,,,,,,,,,,,
d102,c102,s112,p167,v250,Kayunga,Ntenjeru,Kangulumira Town Council,Kigayaza Ward,Kigayaza,2020,Kigayaza CU Primary School,Government,Boys,99,46,45,35,33,24,8,290,,,,,,,,,,,
d102,c102,s112,p168,v424,Kayunga,Ntenjeru,Kangulumira Town Council,Nakatundu Ward,Nongo,2020,Nongo CU Primary School Kangulumira,Government,Boys,25,27,22,19,18,17,7,135,,,,,,,,,,,
d102,c102,s112,p166,v243,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,Soona,2020,Soona RC Primary School,Government,Boys,31,15,19,18,18,12,5,118,,,,,,,,,,,
d102,c102,s112,p168,v253,Kayunga,Ntenjeru,Kangulumira Town Council,Nakatundu Ward,Kamuli,2020,Kamuli CU Primary School,Government,Girls,36,23,26,37,33,36,6,197,,,,,,,,,,,
d102,c102,s112,p168,v253,Kayunga,Ntenjeru,Kangulumira Town Council,Nakatundu Ward,Kamuli,2020,Kamuli UMEA Primary School,Government,Girls,103,44,48,27,38,44,37,341,,,,,,,,,,,
d102,c102,s112,p166,v247,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,Kibira,2020,Kangulumira CU Primary School,Government,Girls,87,50,89,86,73,72,46,503,,,,,,,,,,,
d102,c102,s112,p166,v238,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,Kangulumira,2020,Kangulumira Muslim Primary School,Government,Girls,87,49,48,51,54,47,25,361,,,,,,,,,,,
d102,c102,s112,p166,v242,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,Kiwugu,2020,Kangulumira RC Primary School,Government,Girls,71,49,64,81,72,85,57,479,,,,,,,,,,,
d102,c102,s112,p166,v239,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,Kasambya,2020,Kasambya Moslem Primary School,Government,Girls,93,44,51,51,47,47,23,356,,,,,,,,,,,
d102,c102,s112,p167,v250,Kayunga,Ntenjeru,Kangulumira Town Council,Kigayaza Ward,Kigayaza,2020,Kigayaza CU Primary School,Government,Girls,70,35,44,43,43,47,24,306,,,,,,,,,,,
d102,c102,s112,p168,v424,Kayunga,Ntenjeru,Kangulumira Town Council,Nakatundu Ward,Nongo,2020,Nongo CU Primary School Kangulumira,Government,Girls,29,16,13,28,25,18,14,143,,,,,,,,,,,
d102,c102,s112,p166,v243,Kayunga,Ntenjeru,Kangulumira Town Council,Kangulumira Ward,Soona,2020,Soona RC Primary School,Government,Girls,33,12,14,10,13,10,8,100,,,,,,,,,,,
d102,c101,s113,p171,v456,Kayunga,Bbaale,Kitimbwa Town Council,Wabuyinja Ward,Kitimbwa I,2020,Kitimbwa CU Primary School,Government,Boys,74,49,41,57,40,49,29,339,,,,,,,,,,,
d102,c101,s113,p171,v457,Kayunga,Bbaale,Kitimbwa Town Council,Wabuyinja Ward,Kitimbwa II,2020,Kitimbwa Light SDA Primary School,Government,Boys,89,45,56,56,70,46,23,385,,,,,,,,,,,
d102,c101,s113,p171,v457,Kayunga,Bbaale,Kitimbwa Town Council,Wabuyinja Ward,Kitimbwa II,2020,Kitimbwa RC Primary School,Government,Boys,34,24,31,52,44,29,31,245,,,,,,,,,,,
d102,c101,s113,p171,v456,Kayunga,Bbaale,Kitimbwa Town Council,Wabuyinja Ward,Kitimbwa I,2020,Kitimbwa UMEA Primary School,Government,Boys,45,42,46,29,39,19,5,225,,,,,,,,,,,
d102,c101,s113,p169,v448,Kayunga,Bbaale,Kitimbwa Town Council,Kyerima Ward,Kyerima A,2020,Kyerima CU Primary School,Government,Boys,73,68,47,48,45,46,31,358,,,,,,,,,,,
d102,c101,s113,p169,v449,Kayunga,Bbaale,Kitimbwa Town Council,Kyerima Ward,Kyerima B,2020,Kyerima UMEA Primary School,Government,Boys,56,54,45,46,49,22,14,286,,,,,,,,,,,
d102,c101,s113,p171,v459,Kayunga,Bbaale,Kitimbwa Town Council,Wabuyinja Ward,Kyetume A,2020,Kyetume High Primary School,Government,Boys,80,70,44,51,45,30,33,353,,,,,,,,,,,
d102,c101,s113,p171,v459,Kayunga,Bbaale,Kitimbwa Town Council,Wabuyinja Ward,Kyetume A,2020,Kyetume Kabaganda Primary School,Government,Boys,31,26,18,25,21,27,8,156,,,,,,,,,,,
d102,c101,s113,p171,v456,Kayunga,Bbaale,Kitimbwa Town Council,Wabuyinja Ward,Kitimbwa I,2020,Kitimbwa CU Primary School,Government,Girls,55,50,59,55,64,39,33,355,,,,,,,,,,,
d102,c101,s113,p171,v457,Kayunga,Bbaale,Kitimbwa Town Council,Wabuyinja Ward,Kitimbwa II,2020,Kitimbwa Light SDA Primary School,Government,Girls,87,47,54,59,70,87,32,436,,,,,,,,,,,
d102,c101,s113,p171,v457,Kayunga,Bbaale,Kitimbwa Town Council,Wabuyinja Ward,Kitimbwa II,2020,Kitimbwa RC Primary School,Government,Girls,31,23,48,44,42,51,31,270,,,,,,,,,,,
d102,c101,s113,p171,v456,Kayunga,Bbaale,Kitimbwa Town Council,Wabuyinja Ward,Kitimbwa I,2020,Kitimbwa UMEA Primary School,Government,Girls,27,36,36,21,33,24,11,188,,,,,,,,,,,
d102,c101,s113,p169,v448,Kayunga,Bbaale,Kitimbwa Town Council,Kyerima Ward,Kyerima A,2020,Kyerima CU Primary School,Government,Girls,48,59,48,43,40,40,43,321,,,,,,,,,,,
d102,c101,s113,p169,v449,Kayunga,Bbaale,Kitimbwa Town Council,Kyerima Ward,Kyerima B,2020,Kyerima UMEA Primary School,Government,Girls,48,50,42,36,48,29,27,280,,,,,,,,,,,
d102,c101,s113,p171,v459,Kayunga,Bbaale,Kitimbwa Town Council,Wabuyinja Ward,Kyetume A,2020,Kyetume High Primary School,Government,Girls,70,75,43,41,37,40,27,333,,,,,,,,,,,
d102,c101,s113,p171,v459,Kayunga,Bbaale,Kitimbwa Town Council,Wabuyinja Ward,Kyetume A,2020,Kyetume Kabaganda Primary School,Government,Girls,42,29,32,23,15,17,28,186,,,,,,,,,,,
d102,c101,s101,p123,v177,Kayunga,Bbaale,Galiraya,Galiraya,Galiraya,2022,Galiraya CU Primary School,Government,Boys,44,36,29,22,25,24,26,206,0,0,0,0,0,0,0,5,0,3,
d102,c101,s101,p128,,Kayunga,Bbaale,Galiraya,Ntimba,,2022,God Cares Nursery And Primary School,Private,Boys,17,18,9,4,2,0,0,50,0,0,0,0,0,0,0,25,15,20,
d102,c101,s101,p125,v190,Kayunga,Bbaale,Galiraya,Kasokwe,Kasokwe A,2022,Kasokwe CU Primary School,Government,Boys,117,56,45,40,35,31,24,348,0,0,1,0,1,0,0,30,20,31,
d102,c101,s101,p127,v203,Kayunga,Bbaale,Galiraya,Kirasa,Kirasa Central,2022,Kirasa CU Primary School,Government,Boys,29,19,17,22,9,8,8,112,0,0,0,0,0,0,0,0,0,0,
d102,c101,s101,p127,v204,Kayunga,Bbaale,Galiraya,Kirasa,Kiwenda,2022,Kiwenda Primary School,Government,Boys,71,65,56,48,41,15,10,306,0,0,0,0,0,0,0,0,0,0,
d102,c101,s101,p126,v198,Kayunga,Bbaale,Galiraya,Namayuge,Nakatuli,2022,Nakatuli RC Primary School,Government,Boys,72,27,31,24,26,18,14,212,24,8,4,1,2,1,1,0,0,0,
d102,c101,s101,p124,v189,Kayunga,Bbaale,Galiraya,Namalere,Namalere,2022,Namalere Primary School,Government,Boys,67,62,64,66,66,55,33,413,3,2,7,5,4,6,2,20,0,15,
d102,c101,s101,p126,v197,Kayunga,Bbaale,Galiraya,Namayuge,Nabityanka,2022,Namayuge Primary School,Government,Boys,117,53,30,54,40,45,25,364,9,6,1,4,1,2,3,0,0,0,
d102,c101,s101,p128,v210,Kayunga,Bbaale,Galiraya,Ntimba,Kawongo B,2022,Ntimba Primary School,Government,Boys,104,101,98,101,78,70,42,594,0,0,0,0,0,0,0,0,0,0,
d102,c101,s101,p126,v200,Kayunga,Bbaale,Galiraya,Namayuge,Sokoso,2022,Sokoso Primary School,Government,Boys,56,48,49,47,45,46,19,310,0,0,1,0,0,0,0,0,0,0,
d102,c101,s101,p123,v176,Kayunga,Bbaale,Galiraya,Galiraya,Busungire,2022,St Andrew Busungire RC Primary School,Government,Boys,154,74,48,65,50,50,4,445,4,6,2,3,4,5,1,0,0,0,
d102,c101,s101,p123,v178,Kayunga,Bbaale,Galiraya,Galiraya,Kidibya A,2022,St Kizito Kidibya Primary School,Government,Boys,56,40,24,28,19,21,9,197,3,4,1,2,1,2,1,0,0,0,
d102,c101,s101,p123,v177,Kayunga,Bbaale,Galiraya,Galiraya,Galiraya,2022,Galiraya CU Primary School,Government,Girls,42,41,36,37,32,28,13,229,0,0,0,0,0,0,0,6,0,0,
d102,c101,s101,p128,,Kayunga,Bbaale,Galiraya,Ntimba,,2022,God Cares Nursery And Primary School,Private,Girls,17,15,4,5,3,0,0,44,0,0,0,0,0,0,0,13,10,0,
d102,c101,s101,p125,v190,Kayunga,Bbaale,Galiraya,Kasokwe,Kasokwe A,2022,Kasokwe CU Primary School,Government,Girls,98,43,37,47,34,35,18,312,2,0,1,0,1,1,0,18,10,0,
d102,c101,s101,p127,v203,Kayunga,Bbaale,Galiraya,Kirasa,Kirasa Central,2022,Kirasa CU Primary School,Government,Girls,27,8,19,12,14,10,5,95,0,0,0,0,0,0,0,0,0,0,
d102,c101,s101,p127,v204,Kayunga,Bbaale,Galiraya,Kirasa,Kiwenda,2022,Kiwenda Primary School,Government,Girls,66,57,49,25,28,16,6,247,0,0,0,0,0,0,0,0,0,0,
d102,c101,s101,p126,v198,Kayunga,Bbaale,Galiraya,Namayuge,Nakatuli,2022,Nakatuli RC Primary School,Government,Girls,61,36,26,20,27,18,10,198,10,4,3,2,4,1,0,0,0,0,
d102,c101,s101,p124,v189,Kayunga,Bbaale,Galiraya,Namalere,Namalere,2022,Namalere Primary School,Government,Girls,63,58,61,62,64,50,38,396,6,4,3,3,2,4,3,13,0,0,
d102,c101,s101,p126,v197,Kayunga,Bbaale,Galiraya,Namayuge,Nabityanka,2022,Namayuge Primary School,Government,Girls,123,51,51,43,36,35,20,359,7,5,2,1,4,2,1,0,0,0,
d102,c101,s101,p128,v210,Kayunga,Bbaale,Galiraya,Ntimba,Kawongo B,2022,Ntimba Primary School,Government,Girls,112,120,102,104,66,72,49,625,0,0,0,0,0,0,0,0,0,0,
d102,c101,s101,p126,v200,Kayunga,Bbaale,Galiraya,Namayuge,Sokoso,2022,Sokoso Primary School,Government,Girls,51,53,48,49,46,37,15,299,1,0,0,1,0,0,0,0,0,0,
d102,c101,s101,p123,v176,Kayunga,Bbaale,Galiraya,Galiraya,Busungire,2022,St Andrew Busungire RC Primary School,Government,Girls,117,77,48,52,61,33,25,413,7,2,3,4,6,3,2,0,0,0,
d102,c101,s101,p123,v178,Kayunga,Bbaale,Galiraya,Galiraya,Kidibya A,2022,St Kizito Kidibya Primary School,Government,Girls,34,37,30,23,23,19,11,177,2,3,2,3,2,2,1,0,0,0,
d102,c101,s102,p109,v101,Kayunga,Bbaale,Bbaale,Bbaale,Bbaale East,2022,Bbaale CU Primary School,Government,Boys,190,52,90,86,80,87,43,628,1,1,0,0,0,1,0,0,0,0,
d102,c101,s102,p109,,Kayunga,Bbaale,Bbaale,Bbaale,,2022,Divine Embassy Primary School,Private,Boys,17,15,16,18,13,14,11,104,0,0,0,0,0,0,0,25,19,15,
d102,c101,s102,p111,v113,Kayunga,Bbaale,Bbaale,Kavule,Gayaza,2022,Gayaza CU Primary School,Government,Boys,90,54,71,68,59,38,16,396,7,4,1,4,3,3,1,20,0,20,
d102,c101,s102,p111,,Kayunga,Bbaale,Bbaale,Kavule,,2022,Gayaza Junior School,Private,Boys,6,8,3,9,0,0,0,26,0,0,0,0,0,0,0,10,10,16,
d102,c101,s102,p109,,Kayunga,Bbaale,Bbaale,Bbaale,,2022,Holyland Junior School,Private,Boys,13,14,20,17,12,10,7,93,1,0,1,1,2,1,0,25,14,25,
d102,c101,s102,p110,v110,Kayunga,Bbaale,Bbaale,Misanga,Misanga B,2022,Misanga CU Primary School,Government,Boys,30,45,27,28,30,12,16,188,1,2,0,1,2,1,0,20,10,13,
d102,c101,s102,p112,v118,Kayunga,Bbaale,Bbaale,Mugongo,Mugongo East,2022,Mugongo Primary School,Government,Boys,62,52,43,53,38,28,11,287,0,0,0,0,0,0,0,0,0,0,
d102,c101,s102,p111,v116,Kayunga,Bbaale,Bbaale,Kavule,Namataala,2022,Namataala Primary School,Government,Boys,58,68,46,50,43,23,40,328,2,1,0,1,0,0,1,13,0,0,
d102,c101,s102,p109,,Kayunga,Bbaale,Bbaale,Bbaale,,2022,Pride Junior School,Private,Boys,9,13,16,6,13,5,8,70,1,0,2,0,0,0,0,15,10,15,
d102,c101,s102,p113,v122,Kayunga,Bbaale,Bbaale,Kokotero,Tangoye,2022,Tangoye Parents Primary School,Government,Boys,35,26,37,8,15,14,18,153,3,1,0,1,2,0,2,10,0,0,
d102,c101,s102,p109,,Kayunga,Bbaale,Bbaale,Bbaale,,2022,The Bright Morning Star Nursery And Primary School,Private,Boys,10,12,12,14,12,17,13,90,1,0,0,0,0,0,0,20,0,15,
d102,c101,s102,p109,,Kayunga,Bbaale,Bbaale,Bbaale,,2022,Trinity Childrens Centre Primary School,Private,Boys,11,31,8,19,10,10,11,100,0,0,0,0,0,0,0,30,16,20,
d102,c101,s102,p109,v101,Kayunga,Bbaale,Bbaale,Bbaale,Bbaale East,2022,Bbaale CU Primary School,Government,Girls,146,38,86,87,108,67,45,577,3,0,0,1,1,0,1,0,0,0,
d102,c101,s102,p109,,Kayunga,Bbaale,Bbaale,Bbaale,,2022,Divine Embassy Primary School,Private,Girls,12,11,12,14,18,13,16,96,0,0,0,0,0,0,0,20,11,0,
d102,c101,s102,p111,v113,Kayunga,Bbaale,Bbaale,Kavule,Gayaza,2022,Gayaza CU Primary School,Government,Girls,40,39,56,59,56,25,14,289,3,2,3,2,1,2,2,10,0,0,
d102,c101,s102,p111,,Kayunga,Bbaale,Bbaale,Kavule,,2022,Gayaza Junior School,Private,Girls,9,10,9,13,0,0,0,41,2,0,0,0,0,0,0,20,12,0,
d102,c101,s102,p109,,Kayunga,Bbaale,Bbaale,Bbaale,,2022,Holyland Junior School,Private,Girls,16,24,19,16,15,7,11,108,0,1,3,0,0,0,0,15,18,0,
d102,c101,s102,p110,v110,Kayunga,Bbaale,Bbaale,Misanga,Misanga B,2022,Misanga CU Primary School,Government,Girls,36,43,28,22,28,12,14,183,2,0,0,1,2,1,1,23,7,0,
d102,c101,s102,p112,v118,Kayunga,Bbaale,Bbaale,Mugongo,Mugongo East,2022,Mugongo Primary School,Government,Girls,57,45,47,47,22,38,12,268,0,0,0,0,0,0,0,0,0,0,
d102,c101,s102,p111,v116,Kayunga,Bbaale,Bbaale,Kavule,Namataala,2022,Namataala Primary School,Government,Girls,66,64,48,60,55,32,24,349,1,3,1,1,0,1,0,15,0,0,
d102,c101,s102,p109,,Kayunga,Bbaale,Bbaale,Bbaale,,2022,Pride Junior School,Private,Girls,9,12,13,9,14,16,12,85,0,0,1,0,0,1,0,10,5,0,
d102,c101,s102,p113,v122,Kayunga,Bbaale,Bbaale,Kokotero,Tangoye,2022,Tangoye Parents Primary School,Government,Girls,29,14,21,13,5,14,14,110,2,0,2,0,0,1,1,12,0,0,
d102,c101,s102,p109,,Kayunga,Bbaale,Bbaale,Bbaale,,2022,The Bright Morning Star Nursery And Primary School,Private,Girls,13,11,15,14,12,13,14,92,0,0,0,0,0,2,0,10,0,0,
d102,c101,s102,p109,,Kayunga,Bbaale,Bbaale,Bbaale,,2022,Trinity Childrens Centre Primary School,Private,Girls,23,22,17,23,17,13,4,119,0,0,0,0,0,0,0,15,18,0,
d102,c101,s103,p152,v277,Kayunga,Bbaale,Kayonza,Kamusabi,Bugatto,2022,Bugatto RC Primary School,Government,Boys,95,33,40,46,30,19,23,286,0,0,0,0,0,0,0,0,0,0,
d102,c101,s103,p154,v298,Kayunga,Bbaale,Kayonza,Kitwe,Bugoma,2022,Bugoma Primary School,Government,Boys,80,51,38,28,34,31,9,271,2,2,0,0,1,0,1,5,0,0,
d102,c101,s103,p152,v279,Kayunga,Bbaale,Kayonza,Kamusabi,Bugonya B,2022,Bugonya CU Primary School,Government,Boys,50,32,31,32,36,27,17,225,4,5,3,0,4,1,7,9,0,0,
d102,c101,s103,p158,v332,Kayunga,Bbaale,Kayonza,Namizo,Bujwaya,2022,Bujwaya CU Primary School,Government,Boys,88,63,64,64,47,42,22,390,1,0,2,0,0,2,0,10,0,0,
d102,c101,s103,p154,v299,Kayunga,Bbaale,Kayonza,Kitwe,Busabira,2022,Busabira Parents Primary School,Government,Boys,68,28,38,30,34,16,6,220,0,0,0,0,0,0,0,0,0,0,
d102,c101,s103,p150,v269,Kayunga,Bbaale,Kayonza,Balisanga,Nzingu,2022,Bwalala Primary School,Government,Boys,46,42,50,45,46,50,17,296,2,1,0,0,0,0,0,0,0,0,
d102,c101,s103,p157,,Kayunga,Bbaale,Kayonza,Namaliri,,2022,Hillside Junior Academy,Private,Boys,18,33,17,23,16,15,4,126,0,0,0,0,2,0,0,0,0,0,
d102,c101,s103,p156,v315,Kayunga,Bbaale,Kayonza,Nakyesanja,Kakiika A,2022,Kakiika Parents Primary School,Government,Boys,59,40,42,32,40,30,25,268,3,1,1,1,1,1,1,10,0,0,
d102,c101,s103,p152,v281,Kayunga,Bbaale,Kayonza,Kamusabi,Kamusabi,2022,Kamusabi Primary School,Government,Boys,59,54,47,47,38,27,12,284,0,0,1,1,2,0,0,10,0,10,
d102,c101,s103,p153,v289,Kayunga,Bbaale,Kayonza,Kanywero,Katugo,2022,Kanywero Public Primary School,Government,Boys,59,26,20,13,24,6,0,148,0,0,1,0,1,0,0,0,0,0,
d102,c101,s103,p157,v333,Kayunga,Bbaale,Kayonza,Namaliri,Kawolokota East,2022,Kawolokota CU Primary School,Government,Boys,62,49,54,45,65,62,28,365,1,4,3,3,2,2,0,0,0,0,
d102,c101,s103,p157,v323,Kayunga,Bbaale,Kayonza,Namaliri,Kawolokota West,2022,Kawolokota RC Primary School,Government,Boys,151,76,78,72,53,57,32,519,0,0,0,0,0,0,0,9,0,0,
d102,c101,s103,p157,v324,Kayunga,Bbaale,Kayonza,Namaliri,Kayonza,2022,Kayonza Primary School,Government,Boys,43,57,41,39,54,54,27,315,2,1,2,3,4,2,2,10,0,13,
d102,c101,s103,p156,v318,Kayunga,Bbaale,Kayonza,Nakyesanja,Kirimantogo,2022,Kirimantoogo RC Primary School,Government,Boys,52,25,20,15,25,20,17,174,4,0,0,1,0,1,0,0,0,0,
d102,c101,s103,p150,v264,Kayunga,Bbaale,Kayonza,Balisanga,Kirisiru,2022,Kirisiru CU Primary School,Government,Boys,20,25,29,26,16,20,6,142,0,0,0,0,0,0,0,0,0,0,
d102,c101,s103,p154,v301,Kayunga,Bbaale,Kayonza,Kitwe,Kyamugongo A,2022,Kitwe RC Primary School,Government,Boys,73,62,70,68,71,52,46,442,0,1,0,2,0,0,0,0,0,0,
d102,c101,s103,p158,v297,Kayunga,Bbaale,Kayonza,Namizo,Wunga,2022,Kyebuye RC Primary School,Government,Boys,104,35,28,30,20,15,13,245,0,0,0,0,0,0,0,0,0,0,
d102,c101,s103,p157,v328,Kayunga,Bbaale,Kayonza,Namaliri,Lugasa East,2022,Lugasa Primary School,Government,Boys,45,79,54,57,50,33,28,346,0,0,2,1,1,0,0,20,0,15,
d102,c101,s103,p152,v285,Kayunga,Bbaale,Kayonza,Kamusabi,Lukonda,2022,Lukonda Public Primary School,Government,Boys,59,67,72,48,62,23,18,349,0,0,0,0,0,0,0,0,0,0,
d102,c101,s103,p153,v293,Kayunga,Bbaale,Kayonza,Kanywero,Kiseeta B,2022,Lwabyata Parents Primary School,Government,Boys,86,39,35,46,48,30,17,301,0,0,0,0,0,0,0,0,0,0,
d102,c101,s103,p155,v308,Kayunga,Bbaale,Kayonza,Nakyesa,Nakyesa IV,2022,Nakyessa Bright Future Primary School,Government,Boys,70,39,51,58,74,56,25,373,2,5,5,1,0,0,0,22,0,10,
d102,c101,s103,p155,v307,Kayunga,Bbaale,Kayonza,Nakyesa,Nakyesa III,2022,Nakyessa CU Primary School,Government,Boys,36,50,32,38,44,31,16,247,2,0,0,0,0,0,0,9,0,0,
d102,c101,s103,p155,v308,Kayunga,Bbaale,Kayonza,Nakyesa,Nakyesa IV,2022,Nakyessa Moslem Primary School,Government,Boys,80,42,55,58,45,30,32,342,0,0,0,0,0,0,0,0,0,0,
d102,c101,s103,p155,v310,Kayunga,Bbaale,Kayonza,Nakyesa,Namatogonya II,2022,Namatogonya CU Primary School,Government,Boys,57,46,35,30,21,15,16,220,0,0,0,0,0,0,0,0,0,0,
d102,c101,s103,p158,v334,Kayunga,Bbaale,Kayonza,Namizo,Namavundu A,2022,Namavundu Primary School,Government,Boys,85,30,26,15,21,10,10,197,0,0,0,1,0,0,0,0,0,0,
d102,c101,s103,p158,v335,Kayunga,Bbaale,Kayonza,Namizo,Namizo A,2022,Namizo UMEA Primary School,Government,Boys,74,64,51,42,73,34,18,356,8,3,2,6,3,1,1,27,0,10,
d102,c101,s103,p158,v337,Kayunga,Bbaale,Kayonza,Namizo,Nawansama,2022,Nawansama UMEA Koran Primary School,Government,Boys,31,49,19,18,14,19,0,150,1,0,0,0,0,0,0,0,0,0,
d102,c101,s103,p151,v275,Kayunga,Bbaale,Kayonza,Kafumba,Nyondo A,2022,Nyondo RC Primary School,Government,Boys,105,54,53,58,59,31,10,370,0,0,0,0,0,0,0,0,0,0,
d102,c101,s103,p150,,Kayunga,Bbaale,Kayonza,Balisanga,,2022,Sammy Junior School Kamwokya,Private,Boys,15,11,7,8,6,3,0,50,0,0,0,0,0,0,0,21,15,27,
d102,c101,s103,p157,v330,Kayunga,Bbaale,Kayonza,Namaliri,Nakabango,2022,St Jude Kayonza RC Primary School,Government,Boys,22,21,23,28,26,21,18,159,0,1,1,0,0,2,0,3,0,0,
d102,c101,s103,p157,,Kayunga,Bbaale,Kayonza,Namaliri,,2022,Step By Step Infant Primary School,Private,Boys,34,24,18,21,17,18,26,158,1,2,1,2,0,2,0,25,16,15,
d102,c101,s103,p153,v295,Kayunga,Bbaale,Kayonza,Kanywero,Tindian,2022,Tindyani Modern Primary School,Government,Boys,76,32,26,29,28,13,13,217,16,9,4,6,11,7,2,0,0,0,
