district_id,county_id,subcounty_id,district,county,subcounty,year,ownership,level,title,gender,value,,,
d102,c101,s111,Kayunga,Ntenjeru,Nazigo Town Council,2022,Private,Primary,Headteacher,Female,0,,,
d102,c101,s111,Kayunga,Ntenjeru,Nazigo Town Council,2022,Private,Primary,Deputy Headtacher,Male,0,,,
d102,c101,s111,Kayunga,Ntenjeru,Nazigo Town Council,2022,Private,Primary,Deputy Headtacher,Female,0,,,
d102,c101,s111,Kayunga,Ntenjeru,Nazigo Town Council,2022,Private,Primary,Education Assistant,Male,7,,,
d102,c101,s111,Kayunga,Ntenjeru,Nazigo Town Council,2022,Private,Primary,Education Assistant,Female,6,,,
d102,c101,s111,Kayunga,Ntenjeru,Nazigo Town Council,2022,Private,Primary,Senior Education Assistant,Male,0,,,
d102,c101,s111,Kayunga,Ntenjeru,Nazigo Town Council,2022,Private,Primary,Senior Education Assistant,Female,0,,,
d102,c101,s111,Kayunga,Ntenjeru,Nazigo Town Council,2022,Government,Secondary,Headteacher,Male,1,,,
d102,c101,s111,Kayunga,Ntenjeru,Nazigo Town Council,2022,Government,Secondary,Headteacher,Female,0,,,
d102,c101,s111,Kayunga,Ntenjeru,Nazigo Town Council,2022,Government,Secondary,Deputy Headtacher,Male,1,,,
d102,c101,s111,Kayunga,Ntenjeru,Nazigo Town Council,2022,Government,Secondary,Deputy Headtacher,Female,1,,,
d102,c101,s111,Kayunga,Ntenjeru,Nazigo Town Council,2022,Government,Secondary,Education Assistant,Male,29,,,
d102,c101,s111,Kayunga,Ntenjeru,Nazigo Town Council,2022,Government,Secondary,Education Assistant,Female,12,,,
d102,c101,s111,Kayunga,Ntenjeru,Nazigo Town Council,2022,Government,Secondary,Senior Education Assistant,Male,0,,,
d102,c101,s111,Kayunga,Ntenjeru,Nazigo Town Council,2022,Government,Secondary,Senior Education Assistant,Female,0,,,
