district_id,county_id,subcounty_id,parish_id,district,county,subcounty,parish,level,ownership,school_name,gps_coordinates
d101,c101,s107,p140,Masindi,Buruli,Labongo,Labongo,Nursery,Private,Happy Hours Nursery School,
d101,c101,s107,p142,Masindi,Buruli,Labongo,Kasenyi,Nursery,Private,True Vine Nursery School,
d101,c101,s105,p135,Masindi,Buruli,Kiruli,Kiruli,Nursery,Private,Kitengule Parents Nursery School,
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,Nursery,Private,Bright Care Nursery School,
d101,c101,s105,p136,Masindi,Buruli,Kiruli,Katuugo,Nursery,Private,Gods Will Nursery School,
d101,c101,s107,p142,Masindi,Buruli,Labongo,Kasenyi,Nursery,Private,Bokwe Nursery School,
d101,c102,s111,p108,Masindi,Bujenje,Budongo,Karongo,Nursery,Private,Kanyege Nursery School,
d101,c102,s108,p149,Masindi,Bujenje,Nyantonzi,Kasenene,Nursery,Private,New Hope Nursery School,
d101,c102,s111,p105,Masindi,Bujenje,Budongo,Bwinamira,Nursery,Private,Glory of God Nursery School,
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,Nursery,Private,Kababito Community Nursery School,
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,Nursery,Private,Fountain of Knowlede Nursery School,
d101,c102,s108,p149,Masindi,Bujenje,Nyantonzi,Kasenene,Nursery,Private,Trinity Nursery School,
d101,c102,s111,p107,Masindi,Bujenje,Budongo,Nyabyeya,Nursery,Private,Kids Light Nursery School,
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,Nursery,Private,Bulima Vally Nursery School,
d101,c101,s109,p144,Masindi,Buruli,Miirya,Bigando,Nursery,Private,Kyamukama Parents Nursery School,
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,Nursery,Private,Kikingura Progressive Nursery School,
d101,c102,s108,p149,Masindi,Bujenje,Nyantonzi,Kasenene,Nursery,Private,Abangi Nursery School,
d101,c102,s101,p102,Masindi,Bujenje,Bikonzi,Rukondwa,Nursery,Private,Royal Nursery School,
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,Nursery,Private,St Philip COU Nursery School,
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,Nursery,Private,Exodus Nursery School,
d101,c101,s103,p128,Masindi,Buruli,Kijunjubwa,Kijunjubwa,Nursery,Private,Arise Prosper Nursery School,
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,Nursery,Private,Bwijanga Nursery School,
d101,c102,s102,p119,Masindi,Bujenje,Kabango Town Council,Kabango Ward,Nursery,Private,Success Nursery School,
d101,c102,s102,p119,Masindi,Bujenje,Kabango Town Council,Kabango Ward,Nursery,Private,Ebenezer Christian Nursery School,"1.649482445128296, 31.585684791372497"
d101,c102,s102,p119,Masindi,Bujenje,Kabango Town Council,Kabango Ward,Nursery,Private,Top Care Nursery School,
d101,c101,s107,p141,Masindi,Buruli,Labongo,Kihaguzi,Nursery,Private,Nyakyanika COU Nursery School,
d101,c101,s107,p143,Masindi,Buruli,Labongo,Kihonda,Nursery,Private,Walyoba Trinity Nursery School,
d101,c101,s107,p143,Masindi,Buruli,Labongo,Kihonda,Nursery,Private,Walyoba Nursery School,
d101,c102,s113,p114,Masindi,Bujenje,Bwijanga,Ntoma,Nursery,Private,Rusangura Nursery School,
d101,c101,s106,p139,Masindi,Buruli,Kyatiri Town Council,Kyatiri East Ward,Nursery,Private,Victory Nursery School,
d101,c101,s106,p139,Masindi,Buruli,Kyatiri Town Council,Kyatiri East Ward,Nursery,Private,Wisdom Nursery School,
d101,c101,s106,p139,Masindi,Buruli,Kyatiri Town Council,Kyatiri East Ward,Secondary,Private,Blessed Damian Secondary School,"1.7804074817762097, 31.902434364338717"
d101,c102,s108,p150,Masindi,Bujenje,Nyantonzi,Nyantonzi,Secondary,Private,Budongo Secondary School,"1.6462976608179565, 31.4782553631208"
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,Secondary,Government,Bwijanga Secondary School,"1.536947672820868, 31.581751038397577"
d101,c103,s115,p117,Masindi,Masindi Municipal Council,Central Division,Western Ward,Secondary,Private,Excel High Secondary School,"1.6882204727848418, 31.712773469699663"
d101,c103,s115,p117,Masindi,Masindi Municipal Council,Central Division,Western Ward,Secondary,Private,Green Field Senior Secondary School,"1.6735329526754565, 31.69748003608377"
d101,c102,s101,p101,Masindi,Bujenje,Bikonzi,Bikonzi,Secondary,Government,Ikoba Girls Secondary School,"1.5938419654835685, 31.653633717752747"
d101,c103,s115,p116,Masindi,Masindi Municipal Council,Central Division,Southern Ward,Secondary,Private,Iman Academy Secondary School,"1.6845461831034345, 31.734455255661803"
d101,c103,s115,p115,Masindi,Masindi Municipal Council,Central Division,Civic Centre Ward,Secondary,Government,Kabalega Secondary School,"1.6942948041207386, 31.716046900864594"
d101,c103,s115,p122,Masindi,Masindi Municipal Council,Karujubu Division,Kisiita Ward,Secondary,Private,Karujubu Parents Secondary School,
d101,c101,s109,p144,Masindi,Buruli,Miirya,Bigando,Secondary,Private,Kef College Masindi,
d101,c101,s103,p128,Masindi,Buruli,Kijunjubwa,Kijunjubwa,Secondary,Private,Kijunjubwa Community Secondary School,"1.4802986996099774, 31.77078378423336"
d101,c103,s115,p117,Masindi,Masindi Municipal Council,Central Division,Western Ward,Secondary,Private,Kings College Masindi,"1.6943543230729705, 31.704228240936615"
d101,c102,s111,p108,Masindi,Bujenje,Budongo,Karongo,Secondary,Private,Kinyara High School,
d101,c102,s111,p108,Masindi,Bujenje,Budongo,Karongo,Secondary,Government,Kinyara Senior Secondary School,"1.6504634784392995, 31.587171922857767"
d101,c103,s115,p115,Masindi,Masindi Municipal Council,Central Division,Civic Centre Ward,Secondary,Private,Kitara Model Secondary School,"1.7005113892934112, 31.721293868434945"
d101,c101,s110,p157,Masindi,Buruli,Pakanyi,Kyakamese East,Secondary,Government,Kiyuya Seed Secondary School,"1.8210007766721268, 31.80118545997304"
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,Secondary,Private,Lampstand Comprehensive Secondary School,
d101,c103,s115,p117,Masindi,Masindi Municipal Council,Central Division,Western Ward,Secondary,Private,Masindi Academy Secondary School,
d101,c103,s115,p115,Masindi,Masindi Municipal Council,Central Division,Civic Centre Ward,Secondary,Government,Masindi Army Secondary School,
d101,c103,s115,p117,Masindi,Masindi Municipal Council,Central Division,Western Ward,Secondary,Private,Masindi High School,"1.6692579078272738, 31.704244518990574"
d101,c103,s115,p117,Masindi,Masindi Municipal Council,Central Division,Western Ward,Secondary,Government,Masindi Senior Secondary School,"1.6911027754485717, 31.704829810666403"
d101,c103,s118,p147,Masindi,Masindi Municipal Council,Nyangahya Division,Kiryanga Ward,Secondary,Government,Nyangahya Community Secondary School,"1.635331836107928, 31.699476584298278"
d101,c101,s110,p155,Masindi,Buruli,Pakanyi,Kyakamese Central,Secondary,Government,Pakanyi Senior Secondary School,"1.7692918109163842, 31.786002697098805"
d101,c103,s115,p117,Masindi,Masindi Municipal Council,Central Division,Western Ward,Secondary,Private,St Dominic Savio Boys Secondary School,"1.6745759471337747, 31.714988303289328"
d101,c102,s113,p113,Masindi,Bujenje,Bwijanga,Kitamba,Secondary,Private,St Joseph Senior Secondary School Kikingura,
d101,c102,s113,p112,Masindi,Bujenje,Bwijanga,Kahembe,Secondary,Private,St Kizito Murro Secondary School,"1.5451804353831964, 31.609541734210996"
d101,c101,s106,p139,Masindi,Buruli,Kyatiri Town Council,Kyatiri East Ward,Secondary,Private,St Marys Kyatiri Secondary School,"1.7943530812872062, 31.883711053157082"
d101,c101,s109,p145,Masindi,Buruli,Miirya,Isimba,Secondary,Government,St Pauls Secondary School Pakanyi,"1.7638980732731082, 31.78474524209397"
d101,c103,s115,p116,Masindi,Masindi Municipal Council,Central Division,Southern Ward,Secondary,Government,St Theresa Girls Secondary School Nyamisinga,"1.6661532474161147, 31.7117671423398"
d101,c103,s115,p117,Masindi,Masindi Municipal Council,Central Division,Western Ward,Secondary,Private,Masindi Advanced Secondary School,
d101,c103,s115,p117,Masindi,Masindi Municipal Council,Central Division,Western Ward,Secondary,Private,Green Valley Secondary School,
d101,c103,s116,p121,Masindi,Masindi Municipal Council,Karujubu Division,Kihuuba Ward,Tertiary,Government,Uganda Technical College Kyema,
d101,c102,s111,p107,Masindi,Bujenje,Budongo,Nyabyeya,Tertiary,Government,Nyabyeya Primary School,
d101,c102,s102,p118,Masindi,Bujenje,Kabango Town Council,Kinyara Sugar Ltd,Tertiary,Private,Kinyara Training Centre,"1.6337490228256348, 31.600223105866704"
d101,c103,s115,p117,Masindi,Masindi Municipal Council,Central Division,Western Ward,Tertiary,Government,Kabalega College,
d101,c103,s115,p115,Masindi,Masindi Municipal Council,Central Division,Civic Centre Ward,Tertiary,Private,St Kizito Vocational,
d101,c103,s115,p115,Masindi,Masindi Municipal Council,Central Division,Civic Centre Ward,Tertiary,Private,Red Earth Nursery And Training Center,"1.6891701976512423, 31.722187525780367"
d101,c103,s115,p116,Masindi,Masindi Municipal Council,Central Division,Southern Ward,Tertiary,Private,Morate Nursery Teachers Training Centre,
